1786395468722	module-13	grep flags: -r -n -i -l -c -v ?	recursive · line numbers · case-insensitive · filenames only · counts · invert the match.
1786395468724	module-13	What does xargs do?	Feeds a list of items into another command: find . -name '*.log' | xargs wc -l
1786395468726	module-13	Read -rw-r--r-- aloud.	Type, then owner rw-, group r--, others r-- → only the owner can write.
1786395468728	module-13	chmod 600 secret.txt means?	Owner read+write; group and others nothing.
1786395468730	module-13	Why does `cat -oddly-named` fail, and the two fixes?	It looks like flags. Use `cat ./-oddly-named` or `cat -- -oddly-named`.
1786395468732	module-13	SSH in one sentence?	An encrypted remote terminal — you type here, it runs there. ssh user@host -p PORT.
1786395468734	module-13	What is the first-connect fingerprint prompt for?	The server proving its identity/continuity — accept once, and be suspicious if it ever changes unexpectedly.
1786395468736	module-13	Bandit's connection line?	ssh bandit0@bandit.labs.overthewire.org -p 2220 (level-0 password: bandit0)
1786395468738	module-13	The house rule for Bandit?	No walkthroughs — 30 minutes of struggle, then man pages, then concept-only hints. Every walkthrough read is a rep not done.
1786395468740	module-13	bash vs PowerShell, three differences?	ls/cat/grep vs Get-ChildItem/Get-Content/Select-String · $VAR vs $env:VAR · /dev/null vs $null.
1786395468742	module-13	"Labs are the curriculum" means?	Cyber videos are on-ramps; hands-on labs (Bandit, PortSwigger, DVWA) are where competence actually forms.
1786536408906	module-14	Three properties of a hash function?	One-way (can't reverse) · deterministic (same in, same out — so you can VERIFY) · collision-resistant (two inputs, one fingerprint is infeasible).
1786536408908	module-14	What is the avalanche effect?	One changed letter rewrites the whole digest. sha256("hello") = 2cf24dba… but sha256("hellp") = fdd7585e… — nothing survives.
1786536408910	module-14	Hashing vs encryption — and why passwords are HASHED?	Encryption is reversible by design (someone holds the key); hashing is not reversible at all. A password system never needs to READ it back, only to check it — so "we encrypt passwords" is sloppy language or a real bug.
1786536408912	module-14	What is a salt, and what does it defeat?	Random data mixed in before hashing, stored alongside the result. It defeats rainbow tables: one precomputed chart can no longer crack everybody at once.
1786536408914	module-14	What is a rainbow table?	A precomputed fingerprint→input lookup. It works because an unsalted hash of the same input is the same for everyone — a salt makes each search independent.
1786536408916	module-14	monk-mode's salt: size, scope, and its own stated reason?	16 bytes, FRESH PER CODE, from a CSPRNG. Its comment: "The per-code salt makes each block's offline search independent and rainbow-tables useless."
1786536408918	module-14	What is a KDF and why is it deliberately slow?	A key derivation function: a slow, salted hash for secrets humans handle. SHA-256 does billions/sec on a GPU — for a guessable code, fast is the ATTACKER's friend.
1786536408920	module-14	monk-mode's KDF, exactly?	PBKDF2-HMAC-SHA256 · 600,000 iterations · 16-byte salt · 32-byte output. All three pinned by unit tests so a retune is "one loud edit".
1786536408922	module-14	The 600,000-iteration asymmetry, in numbers?	≈0.39 s on this machine. You pay it ONCE per code check; the attacker pays it PER GUESS. Against a 10-char code from a 32-symbol alphabet that is the whole defence.
1786536408924	module-14	What does a MAC add over a plain hash?	A key. Anyone can hash anything, so a bare hash proves nothing against an attacker who can recompute it. A MAC is a wax seal whose stamp only you own — anyone can see it, nobody else can forge it.
1786536408926	module-14	What is HMAC?	The standard construction for building a MAC out of a hash function. HMAC-SHA256 = a keyed signature built on SHA-256.
1786536408928	module-14	monk-mode's ComputeConfigMac, in one line?	HMAC-SHA256 over the canonical string's Unicode (UTF-16LE) bytes, Base64-encoded, keyed with a 32-byte per-block random key.
1786536408930	module-14	The encoding trap?	The same text HMAC'd as UTF-16LE and as UTF-8 gives COMPLETELY different MACs. .NET's Encoding.Unicode means UTF-16LE, not UTF-8 — cross-language reimplementations die here.
1786536408932	module-14	What is canonicalisation?	Turning data into ONE exact string before signing it — same fields, same order, same formatting, every time. No canonical form, no meaningful signature.
1786536408934	module-14	monk-mode's canonical shape?	`Name=value` one per line, `\n`-terminated, in a FIXED order, built from the DECRYPTED values so it's byte-identical whoever writes it.
1786536408936	module-14	Why must every protected field be inside the canonical?	A field OUTSIDE the canonical is a field an attacker may freely edit — the MAC still verifies. Coverage is the protection.
1786536408938	module-14	The AllSessionKill example — what would omitting it allow?	Flipping an armed all-session block back to session-0-only, then running a blocked app in a second logged-in session. Inside the canonical, that edit fails the MAC instead.
1786536408940	module-14	Why is gluing fields (`"Until=" + u + "Committed=" + c`) forgeable?	A value can contain the separator and swallow its neighbour, so two DIFFERENT field-sets produce the SAME string — and therefore the same valid MAC. One MAC, two meanings.
1786536408942	module-14	The general law of §5?	Sign a form that can only be read one way. Ambiguity in the signed representation is a hole no matter how strong the cipher is.
1786536408944	module-14	What is a timing side-channel?	Learning a secret from how LONG an operation takes, without ever seeing it. `==` stops at the first differing byte, so a closer guess is rejected fractionally slower — repeat and recover the MAC byte by byte.
1786536408946	module-14	The constant-time fix, both languages?	.NET: CryptographicOperations.FixedTimeEquals over the raw bytes. Python: hmac.compare_digest. Always compare everything; never exit early.
1786536408948	module-14	Fail-closed vs fail-open?	Fail-closed = if the check breaks, DENY (a blocker must). Fail-open = if the check breaks, allow — how convenience wins and security dies.
1786536408950	module-14	What does ConfigMacIsValid do on a blank/malformed/non-Base64 MAC?	Returns False, never throws. Any verification failure leaves the block STANDING — the safe state is chosen on doubt, always.
1786536408952	module-14	What is DPAPI machine scope protecting here, and what doesn't it protect against?	Windows encrypts the 32-byte HMAC key so only THIS machine can decrypt it. It's a safe bolted to the building — no use against someone who has the building.
1786536408954	module-14	Why is Simple3Des documented-weak-by-design and still a correct decision?	Because the threat is TAMPERING, not secrecy. Confidentiality of a file the user already owns buys almost nothing; the HMAC layer above does the real work.
1786536408956	module-14	The design law of module 14?	Name your threat model, then spend your strength where the threat is. Crypto misused as decoration is worse than none — it buys false confidence.
1787770828062		What does "2" + 2 do in Python?	TypeError — number-meets-text always errors. + adds (both numbers) or glues (both strings); it never mixes.
1787770828066		What does a function return if no return statement ever runs?	None — every call hands back something; no return hit → None. (print instead of return is the classic cause.)
1787770828069		return vs print?	return hands a value back (usable, storable, testable); print only paints pixels. The print version returns None.
1787770828072		Phrase for "string contains at least one digit"?	any(ch.isdigit() for ch in pw) — pw.isdigit() asks "is the WHOLE string digits?", the wrong question.
1787770828075		What does any(...) take and give back?	Takes a stream of booleans, gives one: True if at least one is True. Without it you have many answers and no verdict.
1787770828078		Which branch of an if/elif chain runs?	The FIRST true one, top to bottom — the rest are skipped even if also true. Narrowest/highest test first.
1787770828081		2 + 2.5 → ?	4.5, a float — numbers mix freely (int gets promoted); only number-meets-TEXT errors.
1787770828084		Fix is right but the checker still fails — first check?	Is the file SAVED? The checker runs what's on disk. VS Code: ● on the tab = unsaved.
